network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
HV,ALEP,EH,19.541178,-155.644036,2894.0,494.0,autopicker,0.71,7.400000095367432,1113.0,autopicker,0.85,hv70391351,2018-07-10 07:48:39.080000,,19.4125,-155.28366,,,,0.29,,2.1,ml,,,0.3633,40.43,111.0,[15.60000038 22.10000038 15.89999962],[[3199.]],2018-07-10 07:48:41.540000,earthquake_local,ALEP.HV_20180710074840_EV
ZQ,AAM2,HH,-26.473,27.491,1555.2,926.3,autopicker,0.94,1.909999966621399,1031.3,autopicker,0.85,428412,2007-02-16 12:57:01.400,1.85,-26.428,27.412,0.7,234.0,,2.0,,1.5,ml,,,0.084,9.32,302.3084,[44.5        45.70000076 43.20000076],[[2272.]],2007-02-16 12:56:54.047000,earthquake_local,AAM2.ZQ_20070216125653_EV
HT,AOS,HH,39.16543,23.86388,230.0,400.0,manual,0.5,7.440000057220459,1010.0,manual,0.5,14190802,2009-04-05 02:55:51.66,0.83,38.8517,23.6135,0.6362,60.604,2.5361,12.48,,2.9,ml,,,0.38,41.03,33.0,[35.29999924 38.90000153 32.90000153],[[3845.]],2009-04-05 02:55:55.100000,earthquake_local,AOS.HT_20090405025554_EV
AT,AKUT,BH,54.13517,-165.77185,19.2,700.0,manual,0.5,25.56999969482422,2626.0,manual,0.5,603239470,2013-06-30 09:29:45.55,0.66,55.0535,-165.5342,1.6628,50.688,,170.23,,3.8,mb,,,0.93,103.37,188.6,[20.89999962 17.70000076 10.30000019],[[5900.]],2013-06-30 09:30:04.120000,earthquake_local,AKUT.AT_20130630093003_EV
PB,B035,EH,42.503514,-123.383419,370.0,500.0,manual,1.0,13.420000076293944,1530.0,manual,0.69,uw60514752,2013-04-04 22:01:19.010000,,42.59483,-122.442,,,,3.76,,1.2,ml,,,0.7016,77.99,82.8,[25.70000076 25.39999962 22.79999924],[[2448.]],2013-04-04 22:01:27.430000,earthquake_local,B035.PB_20130404220126_EV
AV,AMKA,BH,51.3771,179.3,116.0,700.0,manual,0.0,15.510000228881836,1811.0,manual,0.57,usb000rulk,2014-07-19 13:40:10.000000,1.01,51.6365,178.3739,0.5,,8.597,72.4,4.7,2.8,ml,,,0.63442,70.42,293.81,[56.5        55.70000076 49.09999847],[[2504.]],2014-07-19 13:40:18.510000,earthquake_local,AMKA.AV_20140719134018_EV
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-19 09:59:00,noise,AKH.GO_201711190959_NO
PB,B024,EH,45.6378,-123.8558,37.7,900.0,manual,0.61,11.989999771118164,1842.0,manual,0.61,uw61250091,2017-02-14 10:30:53.640000,,45.631,-122.8775,,,,10.57,,1.6,ml,,,0.6864,76.28,90.9,[17.79999924 19.         14.5       ],[[2950.]],2017-02-14 10:30:56.630000,earthquake_local,B024.PB_20170214103055_EV
PR,AOPR,BH,18.346645,-66.753975,355.1,900.0,manual,0.48,17.09000015258789,2226.0,manual,0.0,pr2017130020,2017-05-10 20:11:12.610000,,18.341,-66.1947,0.28,156.0,2.52,114.52,1.44,2.72,md,,,0.5364,59.54,91.0,[20.20000076 17.5        16.29999924],[[3465.]],2017-05-10 20:11:20.700000,earthquake_local,AOPR.PR_20170510201120_EV
AV,AKV,BH,54.1253,-165.9647,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-25 21:57:00,noise,AKV.AV_201610252157_NO
AV,AKS,EH,54.1095,-165.6987,213.0,700.0,manual,0.6,13.687000274658203,1708.6,manual,0.69,ak16329701,2017-07-12 10:55:38.135000,,54.0647,-164.7992,,,,69.4,,1.7,ml,,,0.53,59.07,95.22,[22.60000038 25.20000076 24.29999924],[[2824.]],2017-07-12 10:55:44.822000,earthquake_local,AKS.AV_20170712105543_EV
HT,AGG,HH,39.021099,22.336,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 18:54:42,noise,AGG.HT_20180116185442_NO
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-24 04:47:00,noise,ARK1.7F_20100724044700_NO
CI,BAR,HH,32.68005,-116.67215,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 04:14:06,noise,BAR.CI_20180115041406_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,800.0,manual,0.5,24.6299991607666,3019.0,manual,0.5,604772933,2014-07-01 16:09:57.55,0.45,52.7317,-166.8565,1.223,124.854,,35.0,,4.8,mw,,,1.55,172.03,24.3,[37.90000153 31.89999962 33.59999847],[[5900.]],2014-07-01 16:10:14.180000,earthquake_local,AKUT.AT_20140701161013_EV
CI,ADO,HH,34.550461,-117.433907,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:18:24,noise,ADO.CI_20180115011824_NO
AV,AMKA,BH,51.3771,179.3,116.0,1000.0,manual,0.5,17.90999984741211,2238.0,manual,0.86,us100069lw,2016-07-26 23:57:38.480000,,51.7335,178.4202,,,,105.1,,4.0,mb,,,0.65506,72.71,302.672,[49.20000076 47.09999847 43.09999847],[[3376.]],2016-07-26 23:57:46.390000,earthquake_local,AMKA.AV_20160726235746_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,702.0,autopicker,0.92,1.5399999618530271,833.0,autopicker,0.57,hv60904511,2015-04-26 06:21:42.510000,,19.4025,-155.29334,,,,3.05,,1.36,md,,,0.04174,4.64,317.0,[13.10000038 12.60000038 26.        ],[[1928.]],2015-04-26 06:21:37.030000,earthquake_local,AHUD.HV_20150426062136_EV
AV,AMKA,BH,51.3771,179.3,116.0,400.0,manual,0.74,7.002999782562256,988.9,manual,0.99,ak16332335,2017-06-17 07:44:45.422000,,51.2157,179.7109,,,,20.0,,1.9,ml,,,0.303,33.82,122.3,[29.         28.20000076 26.89999962],[[2433.]],2017-06-17 07:44:48.425000,earthquake_local,AMKA.AV_20170617074447_EV
AV,AMKA,BH,51.3771,179.3,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 07:54:36,noise,AMKA.AV_20180115075436_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,904.0,autopicker,0.88,2.8399999141693115,1127.0,autopicker,0.6,hv61679551,2017-04-05 23:31:14.130000,,19.3295,-155.13783,,,,4.01,,1.75,md,,,0.1258,14.0,110.0,[13.         15.5        18.39999962],[[2700.]],2017-04-05 23:31:07.930000,earthquake_local,AHUD.HV_20170405233106_EV
PB,B065,EH,36.743667,-121.474167,643.0,500.0,manual,0.55,3.0899999141693115,738.0,manual,0.0,nc71509265,2011-01-13 01:02:35.630000,,36.6836667,-121.3041667,0.07,89.0,0.22,2.34,0.36,1.04,md,NC,,0.1495,16.58,113.8,[25.20000076 27.39999962 22.20000076],[[1367.]],2011-01-13 01:02:33.720000,earthquake_local,B065.PB_20110113010232_EV
KR,ARK,BH,41.799999,71.966667,1420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:24:00,noise,ARK.KR_20180115012400_NO
C1,AC04,HH,-28.2046,-71.0739,249.0,900.0,manual,0.5,34.75,3520.0,manual,0.5,607916947,2014-06-14 16:11:29.96,1.7,-30.2636,-71.5222,1.3784,186.876,8.82883,16.81,,3.9,mw,,,2.09,232.34,10.9,[38.70000076 33.59999847 32.40000153],[[4179.]],2014-06-14 16:11:55.710000,earthquake_local,AC04.C1_20140614161154_EV
PB,B054,EH,37.8602,-122.1995,405.6,400.0,manual,0.66,2.0,554.0,manual,0.53,nc72944251,2017-12-25 16:08:33.690000,,37.87867,-122.25533,,,,9.11,,1.47,md,,,0.04788,5.32,292.7,[51.5        52.70000076 48.5       ],[[1028.]],2017-12-25 16:08:31.690000,earthquake_local,B054.PB_20171225160830_EV
5H,BEAV,HH,37.998402,-77.999298,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 05:08:42,noise,BEAV.5H_20180115050842_NO
PR,AOPR,BH,18.346645,-66.753975,355.1,400.0,manual,1.0,10.3100004196167,1181.0,manual,0.0,pr2018169006,2018-06-18 04:58:27.580000,,17.817,-66.8328,0.24,229.0,0.76,4.64,0.86,2.42,md,,,0.5364,59.21,188.0,[23.79999924 13.19999981 21.89999962],[[2597.]],2018-06-18 04:58:33.890000,earthquake_local,AOPR.PR_20180618045832_EV
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 07:03:30,noise,AKS.AV_20180116070330_NO
PB,B046,EH,40.32197,-124.2843,44.0,700.0,manual,0.46,15.43000030517578,1884.0,manual,0.08,nc72547610,2015-11-02 02:34:01.250000,,40.3647,-125.3967,,,,13.7,,4.3,mw,,,0.8505,94.41,272.5,[66.59999847 66.5        65.        ],[[2825.]],2015-11-02 02:34:09.680000,earthquake_local,B046.PB_20151102023409_EV
ZQ,AAM1,HH,-26.427,27.423,1169.9,900.0,autopicker,0.81,2.6700000762939453,1000.0,autopicker,0.97,4427,2007-10-15 03:05:30.200,0.8,-26.44,27.27,0.4,200.0,,2.0,,1.3,ml,,,0.1381,15.33,264.5745,[20.70000076 19.20000076 19.29999924],[[2200.]],2007-10-15 03:05:23.870000,earthquake_local,AAM1.ZQ_20071015030522_EV
TA,214A,HH,31.9559,-112.8115,543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-20 10:44:00,noise,214A.TA_201512201044_NO
AV,AKBB,BH,54.0975,-165.9338,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:14:12,noise,AKBB.AV_20180115081412_NO
PB,B046,EH,40.32197,-124.2843,44.0,400.0,manual,0.69,5.880000114440918,871.0,manual,0.54,nc72245161,2014-06-27 18:45:17.640000,,40.4205,-124.025,,,,24.49,,1.79,md,,,0.2207,24.59,63.5,[44.79999924 48.29999924 38.70000076],[[1342.]],2014-06-27 18:45:19.520000,earthquake_local,B046.PB_20140627184518_EV
ZQ,AAM1,HH,-26.427,27.423,1169.9,1027.3,autopicker,0.93,2.140000104904175,1103.3,autopicker,0.65,423377,2007-06-25 14:22:21.300,1.4,-26.423,27.377,0.5,87.0,2.2,2.0,,2.5,ml,,,0.0415,4.61,275.5063,[49.5 53.5 51. ],[[2358.]],2007-06-25 14:22:13.167000,earthquake_local,AAM1.ZQ_20070625142212_EV
HV,ALEP,EH,19.541178,-155.644036,2894.0,400.0,manual,0.62,5.610000133514404,819.0,manual,0.58,hv61147151,2016-01-10 02:02:26.170000,,19.49083,-155.36967,,,,13.69,,1.95,md,,,0.2636,29.33,101.1,[54.20000076 50.5        52.29999924],[[1858.]],2016-01-10 02:02:27.780000,earthquake_local,ALEP.HV_20160110020226_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-28 20:13:00,noise,AHUD.HV_201202282013_NO
DK,ANGG,HH,65.616302,-37.6371,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:50:30,noise,ANGG.DK_20180115115030_NO
TA,833A,HH,28.3236,-99.3939,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-08 15:49:00,noise,833A.TA_201803081549_NO
IU,ADK,HH,51.8823,-176.6842,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-26 11:33:00,noise,ADK.IU_201809261133_NO
PR,AGPR,BH,18.467493,-67.111184,119.9,500.0,manual,0.25,11.960000038146973,1462.0,manual,0.78,pr16326002,2016-11-21 06:45:02.400000,,17.996,-66.622,0.2,173.0,0.46,17.76,0.5,2.79,md,,,0.66037,73.3,135.323,[16.39999962 19.         11.5       ],[[3812.]],2016-11-21 06:45:09.360000,earthquake_local,AGPR.PR_20161121064509_EV
PB,B028,EH,44.493667,-122.963833,140.0,800.0,manual,0.9,8.329999923706055,1403.0,manual,0.88,uw61114241,2015-12-27 10:30:12.630000,,44.0925,-122.8325,,,,10.24,,1.22,ml,,,0.412,45.79,166.9,[9.30000019 7.69999981 9.69999981],[[3199.]],2015-12-27 10:30:12.960000,earthquake_local,B028.PB_20151227103011_EV
PB,B078,EH,35.8377,-120.3452,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-13 19:38:00,noise,B078.PB_200904131938_NO
C1,AC06,HH,-27.357117,-70.354689,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 06:46:00,noise,AC06.C1_20180116064600_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,501.0,autopicker,0.9,1.590000033378601,681.0,autopicker,0.88,hv70254766,2018-06-12 05:40:37.680000,,19.40883,-155.28317,,,,0.81,,2.47,ml,,,0.04148,4.62,333.0,[25.79999924 29.60000038 25.29999924],[[1722.]],2018-06-12 05:40:34.260000,earthquake_local,AHUD.HV_20180612054033_EV
PB,B046,EH,40.32197,-124.2843,44.0,700.0,manual,0.7,5.239999771118164,1101.0,manual,0.6,nc72580981,2016-01-17 03:46:21.540000,,40.447,-124.40317,,,,24.97,,2.15,md,,,0.155,17.16,324.1,[31.29999924 31.10000038 25.89999962],[[1534.]],2016-01-17 03:46:19.780000,earthquake_local,B046.PB_20160117034618_EV
HL,ARG,SH,36.21356,28.12122,148.0,800.0,manual,0.5,13.039999961853027,1820.0,manual,0.5,8188352,2006-01-23 03:26:16.86,0.83,35.9963,28.8741,1.1814,159.114,7.6654,4.52,,3.7,mb,,,0.64,71.95,290.1,[10.80000019 18.60000038  8.10000038],[[5900.]],2006-01-23 03:26:21.900000,earthquake_local,ARG.HL_20060123032620_EV
PB,B065,EH,36.743667,-121.474167,643.0,700.0,manual,0.69,1.8899999856948853,850.0,manual,0.6,nc72510691,2015-08-22 23:10:54.160000,,36.767,-121.393,,,,6.58,,0.73,md,,,0.06937,7.7,70.3,[30.20000076 32.59999847 29.29999924],[[1297.]],2015-08-22 23:10:49.050000,earthquake_local,B065.PB_20150822231048_EV
AV,AKSA,BH,54.1095,-165.6987,213.0,500.0,manual,0.4,24.739999771118164,2565.0,manual,0.84,us20006hxb,2016-07-26 19:46:31.610000,,52.8329,-166.7743,,,,17.0,,5.4,mww,,,1.43156,158.9,206.2581,[54.09999847 53.59999847 53.        ],[[3902.]],2016-07-26 19:46:51.350000,earthquake_local,AKSA.AV_20160726194651_EV
PB,B065,EH,36.743667,-121.474167,643.0,600.0,manual,0.58,3.640000104904175,854.0,manual,0.55,nc72106721,2013-11-13 08:46:46.010000,,36.71567,-121.32,,,,15.73,,1.4,md,,,0.127,14.12,102.8,[32.09999847 33.20000076 29.89999962],[[1630.]],2013-11-13 08:46:43.650000,earthquake_local,B065.PB_20131113084642_EV
PB,B046,EH,40.32197,-124.2843,44.0,800.0,manual,0.16,14.329999923706056,1906.0,manual,0.0,nc72185641,2014-03-15 12:31:20.640000,,40.751,-125.2363,,,,23.0,,2.9,md,,,0.8423,93.5,300.7,[35.09999847 37.29999924 36.40000153],[[3475.]],2014-03-15 12:31:26.970000,earthquake_local,B046.PB_20140315123126_EV
PB,B018,EH,46.9795,-123.0203,10.0,800.0,manual,0.6,9.550000190734863,1585.0,manual,0.9,uw60457336,2012-08-24 22:28:59.110000,,47.0918333,-123.805,0.28,173.0,0.71,15.76,0.88,1.46,md,UW,,0.5484,60.93,281.6,[21.70000076 22.29999924 16.29999924],[[3110.]],2012-08-24 22:29:00.660000,earthquake_local,B018.PB_20120824222859_EV
SN,AMD,EH,36.4526,-116.2818,775.4,600.0,manual,0.95,5.405029773712158,973.719,manual,0.93,nn00397544,2012-12-25 01:50:34.278000,,36.7262,-116.2749,0.0657,184.58,0.0,3.7,3.4,0.0,ml,NN,,0.274,30.37,1.17,[11.30000019  9.69999981 13.30000019],[[2694.]],2012-12-25 01:50:33.683030,earthquake_local,AMD.SN_20121225015032_EV
IV,ASQU,HH,43.7967,11.7893,860.0,900.0,manual,0.5,11.779999732971191,1820.0,manual,0.5,11255532,2008-09-04 22:50:16.02,0.23,44.3598,11.2908,1.041,47.958,2.7466,10.0,,2.3,ml,,,0.67,74.22,147.3,[29.70000076 31.89999962 28.89999962],[[3192.]],2008-09-04 22:50:18.800000,earthquake_local,ASQU.IV_20080904225017_EV
ZQ,AAM1,HH,-26.427,27.423,1169.9,1168.6,autopicker,0.84,3.3399999141693115,1379.6,autopicker,0.67,456421,2008-05-12 12:06:49.300,1.25,-26.456,27.421,0.5,224.0,,2.0,,1.7,ml,,,0.029,3.22,183.5522,[21.         23.60000038 21.79999924],[[3181.]],2008-05-12 12:06:40.954000,earthquake_local,AAM1.ZQ_20080512120639_EV
PB,B058,EH,36.7995,-121.5808,114.2,900.0,manual,0.67,4.289999961853027,1307.0,manual,0.0,nc72509506,2015-08-20 11:11:19.960000,,36.9865,-121.46683,,,,5.23,,1.04,md,,,0.2081,23.11,26.0,[22.5        24.5        21.29999924],[[2230.]],2015-08-20 11:11:15.250000,earthquake_local,B058.PB_20150820111114_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,600.0,autopicker,0.84,1.4900000095367432,707.0,autopicker,0.49,hv70356971,2018-07-03 08:11:45.970000,,19.40833,-155.26567,,,,1.06,,2.33,ml,,,0.03663,4.08,356.0,[25.10000038 26.89999962 30.79999924],[[1628.]],2018-07-03 08:11:41.460000,earthquake_local,AHUD.HV_20180703081140_EV
PB,B049,EH,40.2375,-123.8197,117.0,800.0,manual,0.58,9.550000190734863,2084.0,autopicker,0.94,nc72869491,2017-08-14 19:58:32.640000,,40.349,-124.3895,,,,16.54,,1.83,md,,,0.4498,50.01,284.2,[20.70000076 23.5        16.39999962],[[3179.]],2017-08-14 19:58:34.190000,earthquake_local,B049.PB_20170814195833_EV
HT,AGG,HH,39.021099,22.336,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 11:30:54,noise,AGG.HT_20180116113054_NO
PB,B066,EH,36.85753,-121.59217,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-30 22:03:00,noise,B066.PB_201607302203_NO
PB,B030,EH,43.9713,-122.7717,263.6,800.0,manual,0.0,13.43000030517578,1695.0,manual,0.71,uw60615862,2013-10-23 05:50:53.100000,,43.34167,-122.44017,,,,7.01,,1.5,ml,,,0.6738,74.89,159.3,[22.29999924 17.89999962 13.10000038],[[3199.]],2013-10-23 05:50:58.530000,earthquake_local,B030.PB_20131023055057_EV
CI,BBR,HH,34.2623,-116.92075,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 00:42:42,noise,BBR.CI_20180115004242_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,700.0,manual,0.69,1.350000023841858,823.0,manual,0.55,hv61491046,2016-11-22 18:34:11.510000,,19.381,-155.23583,,,,3.04,,1.89,ml,,,0.02772,3.08,70.1,[23.89999962 23.89999962 28.60000038],[[1892.]],2016-11-22 18:34:05.860000,earthquake_local,AHUD.HV_20161122183404_EV
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30 17:50:00,noise,AKH.GO_201206301750_NO
HA,ATAL,HH,38.6926,23.0213,290.0,400.0,manual,0.5,7.789999961853027,1040.0,manual,0.5,13397870,2008-10-23 07:09:10.01,0.38,38.8343,23.5242,0.8477,111.151,4.0055,9.97,,3.1,ml,,,0.42,46.45,250.4,[56.         51.79999924 53.29999924],[[1875.]],2008-10-23 07:09:13.800000,earthquake_local,ATAL.HA_20081023070912_EV
TA,833A,HH,28.3236,-99.3939,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-09 00:59:00,noise,833A.TA_201512090059_NO
HP,AMT,HH,37.5324,21.7089,482.0,600.0,manual,0.5,14.09000015258789,1630.0,manual,0.5,14554014,2010-03-07 14:12:04.71,0.66,38.1379,22.0071,1.4056,27.798,3.04794,53.54,,3.7,mb,,,0.65,72.15,201.4,[39.20000076 38.09999847 40.70000076],[[5900.]],2010-03-07 14:12:12.800000,earthquake_local,AMT.HP_20100307141211_EV
PB,B058,EH,36.7995,-121.5808,114.2,400.0,manual,0.61,3.25,632.0,manual,0.61,nc72791991,2017-04-22 02:06:36.790000,,36.941,-121.53917,,,,4.76,,1.24,md,,,0.1451,16.14,13.3,[38.29999924 37.09999847 34.79999924],[[1225.]],2017-04-22 02:06:36.040000,earthquake_local,B058.PB_20170422020635_EV
PB,B065,EH,36.743667,-121.474167,643.0,899.0,autopicker,0.92,3.039999961853028,1133.0,autopicker,0.71,nc71925641,2013-01-20 20:53:08.140000,,36.6769981,-121.3068314,0.05,41.0,0.18,5.07,0.58,1.83,md,NC,,0.1505,16.68,117.0,[41.         42.20000076 37.59999847],[[1914.]],2013-01-20 20:53:02.190000,earthquake_local,B065.PB_20130120205301_EV
KR,ARLS,BH,41.85444,74.32889,1526.0,600.0,manual,0.5,20.950000762939453,2149.0,autopicker,0.67,606183210,2014-01-01 22:10:47.25,1.13,41.7912,72.8635,1.0021,71.571,4.71511,3.6,,3.1,mb,,,1.09,121.95,85.9,[31.79999924 36.29999924 32.29999924],[[5900.]],2014-01-01 22:11:02.200000,earthquake_local,ARLS.KR_20140101221101_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,500.0,manual,0.64,1.3300000429153442,581.0,manual,0.57,hv61227921,2016-04-11 12:10:58.630000,,19.38217,-155.23967,,,,2.95,,2.02,ml,,,0.02482,2.76,64.7,[33.29999924 38.09999847 43.40000153],[[1323.]],2016-04-11 12:10:54.960000,earthquake_local,AHUD.HV_20160411121053_EV
PO,ALFO,HH,45.6283,-74.8842,0.0,800.0,manual,0.52,18.010000228881836,2151.0,manual,0.61,ld60041101,2013-05-30 05:34:59.140000,,45.7695,-76.3691667,0.25,152.0,0.53,13.25,0.65,2.93,ml,LD,,1.05,116.55,277.8,[47.09999847 52.         50.5       ],[[5999.]],2013-05-30 05:35:09.150000,earthquake_local,ALFO.PO_20130530053509_EV
AV,AMKA,BH,51.3771,179.3,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 01:45:00,noise,AMKA.AV_20180116014500_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,400.0,manual,0.63,1.2599999904632568,487.0,manual,0.54,hv61387536,2016-08-24 23:47:14.350000,,19.38467,-155.24417,,,,2.82,,0.67,md,,,0.0224,2.49,54.3,[16.39999962 17.20000076 21.10000038],[[1148.]],2016-08-24 23:47:11.610000,earthquake_local,AHUD.HV_20160824234710_EV
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 14:23:06,noise,AKS.AV_20180116142306_NO
PB,B065,EH,36.743667,-121.474167,643.0,600.0,autopicker,0.94,0.9399999976158142,687.0,autopicker,0.9,nc72078776,2013-09-29 22:27:42.600000,,36.7366676,-121.4396667,0.06,83.0,0.7,-0.5,1.57,1.04,md,NC,,0.02883,3.18,105.0,[42.79999924 43.40000153 37.79999924],[[1548.]],2013-09-29 22:27:37.540000,earthquake_local,B065.PB_20130929222736_EV
AV,AKS,EH,54.1095,-165.6987,213.0,900.0,manual,0.54,4.795000076293945,1212.9,manual,0.66,ak01122itd6r,2011-02-14 06:10:02.279000,,54.1594,-165.9593,0.34,,0.0,4.9,0.0,2.0,ml,,,0.161,17.92,287.54,[38.59999847 39.70000076 32.70000076],[[1948.]],2011-02-14 06:09:58.074000,earthquake_local,AKS.AV_20110214060957_EV
PB,B028,EH,44.493667,-122.963833,140.0,400.0,manual,0.64,7.5,958.0,manual,0.6,uw61281912,2017-07-14 06:32:38.900000,,44.1273,-122.8965,,71.0,,9.9,1.38,1.49,md,,[[150.  50. 140.]],0.3694,41.06,172.5,[26.         27.89999962 28.20000076],[[3114.]],2017-07-14 06:32:42.400000,earthquake_local,B028.PB_20170714063241_EV
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 07:21:00,noise,AKS.AV_20180115072100_NO
AV,AMKA,BH,51.3771,179.3,116.0,900.0,manual,0.5,34.02000045776367,3317.0,autopicker,0.95,606621536,2014-11-14 22:35:49.78,0.83,51.2997,-177.4462,1.7738,136.708,,45.0,,3.7,mb,,,2.04,226.89,273.5,[33.20000076 30.10000038 21.60000038],[[5900.]],2014-11-14 22:36:14.800000,earthquake_local,AMKA.AV_20141114223613_EV
PB,B054,EH,37.8602,-122.1995,405.6,900.0,manual,0.74,2.789999961853028,1124.0,manual,0.62,nc72701106,2016-09-23 05:41:39.570000,,37.93,-122.29817,,,,8.85,,1.55,md,,,0.1045,11.63,311.8,[41.90000153 42.59999847 35.79999924],[[1611.]],2016-09-23 05:41:33.360000,earthquake_local,B054.PB_20160923054132_EV
G,AIS,BH,-37.796349,77.569183,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 00:21:42,noise,AIS.G_20180115002142_NO
TA,A21K,BH,71.3221,-156.6175,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-12 21:14:00,noise,A21K.TA_201712122114_NO
AV,AKRB,BH,54.1292,-166.0708,334.0,600.0,manual,0.5,13.079999923706056,1601.0,manual,0.5,606912041,2014-03-10 05:38:07.18,1.2,53.551,-165.8324,1.5679,158.019,,61.48,,3.3,mb,,,0.6,66.24,346.5,[43.09999847 37.70000076 35.        ],[[5900.]],2014-03-10 05:38:14.260000,earthquake_local,AKRB.AV_20140310053813_EV
AV,ANCK,BH,58.1981,-155.4961,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-27 16:38:00,noise,ANCK.AV_201711271638_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,600.0,manual,0.64,6.559999942779541,1098.0,manual,0.55,hv61571941,2017-01-21 05:25:48.410000,,19.19633,-155.46483,,,,39.68,,1.79,md,,,0.175,19.47,182.3,[ 7.          4.5999999  -2.79999995],[[3192.]],2017-01-21 05:25:48.970000,earthquake_local,AIND.HV_20170121052547_EV
AV,AMKA,BH,51.3771,179.3,116.0,900.0,manual,0.42,17.270000457763672,2204.0,manual,0.68,us10007t7z,2017-01-09 02:34:06.800000,,51.4155,-179.1003,,,,40.3,,3.9,mb,,,1.00291,111.32,88.428,[45.20000076 46.20000076 41.        ],[[3276.]],2017-01-09 02:34:15.070000,earthquake_local,AMKA.AV_20170109023415_EV
CI,BAR,HH,32.68005,-116.67215,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:00:54,noise,BAR.CI_20180115080054_NO
AV,AKV,BH,54.1253,-165.9647,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-08 13:22:00,noise,AKV.AV_201801081322_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,568.0,autopicker,0.91,1.440000057220459,684.0,autopicker,0.74,hv70292236,2018-06-20 03:16:24.900000,,19.40883,-155.267,,,,1.08,,2.44,ml,,,0.03722,4.14,355.0,[27.29999924 22.89999962 27.10000038],[[1600.]],2018-06-20 03:16:20.660000,earthquake_local,AHUD.HV_20180620031619_EV
PB,B058,EH,36.7995,-121.5808,114.2,800.0,manual,0.25,6.78000020980835,1317.0,manual,0.0,nc72090601,2013-10-19 04:02:24.500000,,36.5998,-121.2113,,,,8.4,,3.4,mw,,,0.3577,39.7,124.0,[67.59999847 70.69999695 66.90000153],[[2264.]],2013-10-19 04:02:23.280000,earthquake_local,B058.PB_20131019040223_EV
